SecurityLogID,Timestamp,ScreeningResult,TicketID
SE06618,2025-11-19 22:50:48.670617,Confiscated,TI06618
SE06619,2025-11-19 23:50:48.670617,Clear,TI06619
SE06620,2025-11-19 23:50:48.670617,Clear,TI06620
SE06621,2025-11-19 22:50:48.670617,Clear,TI06621
SE06622,2025-11-20 00:50:48.670617,Clear,TI06622
SE06623,2025-11-19 22:50:48.670617,Clear,TI06623
SE06624,2025-11-19 23:50:48.670617,Flagged,TI06624
SE06625,2025-11-19 22:50:48.670617,Clear,TI06625
SE06626,2025-11-19 23:50:48.670617,Clear,TI06626
SE06627,2025-11-19 23:50:48.670617,Clear,TI06627
SE06628,2025-11-20 00:50:48.670617,Clear,TI06628
SE06629,2025-11-19 23:50:48.670617,Clear,TI06629
SE06630,2025-11-20 00:50:48.670617,Clear,TI06630
SE06631,2025-11-19 23:50:48.670617,Flagged,TI06631
SE06632,2025-11-20 00:50:48.670617,Clear,TI06632
SE06633,2025-11-19 22:50:48.670617,Clear,TI06633
SE06634,2025-11-20 00:50:48.670617,Clear,TI06634
SE06635,2025-11-19 23:50:48.670617,Clear,TI06635
SE06636,2025-11-19 23:50:48.670617,Clear,TI06636
SE06637,2025-11-20 00:50:48.670617,Clear,TI06637
SE06638,2025-11-19 22:50:48.670617,Clear,TI06638
SE06639,2025-11-19 22:50:48.670617,Clear,TI06639
SE06640,2025-11-19 22:50:48.670617,Clear,TI06640
SE06641,2025-11-20 00:50:48.670617,Clear,TI06641
SE06642,2025-11-19 23:50:48.670617,Flagged,TI06642
SE06643,2025-11-19 22:50:48.670617,Clear,TI06643
SE06644,2025-11-19 23:50:48.670617,Clear,TI06644
SE06645,2025-11-19 23:50:48.670617,Clear,TI06645
SE06646,2025-11-19 22:50:48.670617,Clear,TI06646
SE06647,2025-11-19 23:50:48.670617,Clear,TI06647
SE06648,2025-11-19 22:50:48.670617,Clear,TI06648
SE06649,2025-11-19 23:50:48.670617,Clear,TI06649
SE06650,2025-11-19 22:50:48.670617,Clear,TI06650
SE06651,2025-11-20 00:50:48.670617,Clear,TI06651
SE06652,2025-11-19 22:50:48.670617,Clear,TI06652
SE06653,2025-11-19 23:50:48.670617,Clear,TI06653
SE06654,2025-11-19 23:50:48.670617,Flagged,TI06654
SE06655,2025-11-20 00:50:48.670617,Clear,TI06655
SE06656,2025-11-19 23:50:48.670617,Clear,TI06656
SE06657,2025-11-20 00:50:48.670617,Clear,TI06657
SE06658,2025-11-20 00:50:48.670617,Clear,TI06658
SE06659,2025-11-20 00:50:48.670617,Clear,TI06659
SE06660,2025-11-19 22:50:48.670617,Clear,TI06660
SE06661,2025-11-19 22:50:48.670617,Clear,TI06661
SE06662,2025-11-19 22:50:48.670617,Clear,TI06662
SE06663,2025-11-20 00:50:48.670617,Clear,TI06663
SE06664,2025-11-20 00:50:48.670617,Clear,TI06664
SE06665,2025-11-19 22:50:48.670617,Clear,TI06665
SE06666,2025-11-19 23:50:48.670617,Clear,TI06666
SE06667,2025-11-19 22:50:48.670617,Flagged,TI06667
SE06668,2025-11-19 22:50:48.670617,Clear,TI06668
SE06669,2025-11-19 22:50:48.670617,Clear,TI06669
SE06670,2025-11-20 00:50:48.670617,Clear,TI06670
SE06671,2025-11-19 23:50:48.670617,Clear,TI06671
SE06672,2025-11-19 23:50:48.670617,Clear,TI06672
SE06673,2025-11-19 23:50:48.670617,Clear,TI06673
SE06674,2025-11-19 22:50:48.670617,Clear,TI06674
SE06675,2025-11-19 22:50:48.670617,Clear,TI06675
SE06676,2025-11-19 23:50:48.670617,Clear,TI06676
SE06677,2025-11-20 00:50:48.670617,Clear,TI06677
SE06678,2025-11-20 00:50:48.670617,Clear,TI06678
SE06679,2025-11-20 00:50:48.670617,Clear,TI06679
SE06680,2025-11-20 00:50:48.670617,Clear,TI06680
SE06681,2025-11-20 00:50:48.670617,Clear,TI06681
SE06682,2025-11-19 23:50:48.670617,Clear,TI06682
SE06683,2025-11-19 23:50:48.670617,Clear,TI06683
SE06684,2025-11-20 00:50:48.670617,Clear,TI06684
SE06685,2025-11-20 00:50:48.670617,Clear,TI06685
SE06686,2025-11-19 23:50:48.670617,Clear,TI06686
SE06687,2025-11-19 22:50:48.670617,Clear,TI06687
SE06688,2025-11-19 22:50:48.670617,Clear,TI06688
SE06689,2025-11-19 23:50:48.670617,Clear,TI06689
SE06690,2025-11-20 00:50:48.670617,Confiscated,TI06690
SE06691,2025-11-20 00:50:48.670617,Clear,TI06691
SE06692,2025-11-19 23:50:48.670617,Clear,TI06692
SE06693,2025-11-19 22:50:48.670617,Clear,TI06693
SE06694,2025-11-20 00:50:48.670617,Flagged,TI06694
SE06695,2025-11-20 00:50:48.670617,Clear,TI06695
SE06696,2025-11-19 22:50:48.670617,Clear,TI06696
SE06697,2025-11-19 23:50:48.670617,Clear,TI06697
SE06698,2025-11-20 00:50:48.670617,Clear,TI06698
SE06699,2025-11-20 00:50:48.670617,Clear,TI06699
SE06700,2025-11-19 23:50:48.670617,Clear,TI06700
SE06701,2025-11-20 00:50:48.670617,Clear,TI06701
SE06702,2025-11-20 00:50:48.670617,Clear,TI06702
SE06703,2025-11-19 22:50:48.670617,Clear,TI06703
SE06704,2025-11-19 22:50:48.670617,Clear,TI06704
SE06705,2025-11-19 22:50:48.670617,Clear,TI06705
SE06706,2025-11-19 22:50:48.670617,Clear,TI06706
SE06707,2025-11-20 00:50:48.670617,Clear,TI06707
SE06708,2025-11-20 00:50:48.670617,Clear,TI06708
SE06709,2025-11-20 00:50:48.670617,Clear,TI06709
SE06710,2025-11-19 22:50:48.670617,Clear,TI06710
SE06711,2025-11-19 22:50:48.670617,Clear,TI06711
SE06712,2025-11-20 00:50:48.670617,Clear,TI06712
SE06713,2025-11-19 23:50:48.670617,Clear,TI06713
SE06714,2025-11-19 22:50:48.670617,Clear,TI06714
SE06715,2025-11-19 22:50:48.670617,Clear,TI06715
SE06716,2025-11-19 23:50:48.670617,Clear,TI06716
SE06717,2025-11-19 23:50:48.670617,Clear,TI06717
SE06718,2025-11-19 23:50:48.670617,Clear,TI06718
SE06719,2025-11-19 22:50:48.670617,Clear,TI06719
SE06720,2025-11-20 00:50:48.670617,Clear,TI06720
SE06721,2025-11-20 00:50:48.670617,Clear,TI06721
SE06722,2025-11-19 23:50:48.670617,Clear,TI06722
SE06723,2025-11-19 22:50:48.670617,Clear,TI06723
SE06724,2025-11-20 00:50:48.670617,Clear,TI06724
SE06725,2025-11-19 22:50:48.670617,Clear,TI06725
SE06726,2025-11-19 22:50:48.670617,Clear,TI06726
SE06727,2025-11-19 23:50:48.670617,Clear,TI06727
SE06728,2025-11-19 23:50:48.670617,Clear,TI06728
SE06729,2025-11-19 22:50:48.670617,Clear,TI06729
SE06730,2025-11-19 22:50:48.670617,Clear,TI06730
SE06731,2025-11-20 00:50:48.670617,Clear,TI06731
SE06732,2025-11-19 22:50:48.670617,Clear,TI06732
SE06733,2025-11-20 00:50:48.670617,Clear,TI06733
SE06734,2025-11-19 23:50:48.670617,Clear,TI06734
SE06735,2025-11-20 00:50:48.670617,Clear,TI06735
SE06736,2025-11-19 23:50:48.670617,Clear,TI06736
SE06737,2025-11-19 23:50:48.670617,Clear,TI06737
SE06738,2025-11-20 00:50:48.670617,Clear,TI06738
SE06739,2025-11-19 23:50:48.670617,Clear,TI06739
SE06740,2025-11-19 23:50:48.670617,Clear,TI06740
SE06741,2025-11-20 00:50:48.670617,Clear,TI06741
SE06742,2025-11-20 00:50:48.670617,Clear,TI06742
SE06743,2025-11-19 23:50:48.670617,Clear,TI06743
SE06744,2025-11-19 22:50:48.670617,Clear,TI06744
SE06745,2025-11-19 22:50:48.670617,Clear,TI06745
SE06746,2025-11-19 22:50:48.670617,Clear,TI06746
SE06747,2025-11-19 22:50:48.670617,Clear,TI06747
SE06748,2025-11-19 23:50:48.670617,Flagged,TI06748
SE06749,2025-11-20 00:50:48.670617,Clear,TI06749
SE06750,2025-11-20 00:50:48.670617,Clear,TI06750
SE06751,2025-11-19 22:50:48.670617,Clear,TI06751
SE06752,2025-11-19 22:50:48.670617,Flagged,TI06752
SE06753,2025-11-20 00:50:48.670617,Clear,TI06753
SE06754,2025-11-20 00:50:48.670617,Clear,TI06754
SE06755,2025-11-19 22:50:48.670617,Clear,TI06755
SE06756,2025-11-20 00:50:48.670617,Clear,TI06756
SE06757,2025-11-19 23:50:48.670617,Clear,TI06757
SE06758,2025-11-19 22:50:48.670617,Clear,TI06758
SE06759,2025-11-20 00:50:48.670617,Clear,TI06759
SE06760,2025-11-19 22:50:48.670617,Flagged,TI06760
SE06761,2025-11-19 22:50:48.670617,Clear,TI06761
SE06762,2025-11-19 22:50:48.670617,Clear,TI06762
SE06763,2025-11-20 00:50:48.670617,Clear,TI06763
SE06764,2025-11-19 22:50:48.670617,Flagged,TI06764
SE06765,2025-11-20 00:50:48.670617,Flagged,TI06765
SE06766,2025-11-19 22:50:48.670617,Clear,TI06766
SE06767,2025-11-19 23:50:48.670617,Flagged,TI06767
SE06768,2025-11-19 23:50:48.670617,Clear,TI06768
SE06769,2025-11-19 23:50:48.670617,Clear,TI06769
SE06770,2025-11-19 22:50:48.670617,Clear,TI06770
SE06771,2025-11-19 22:50:48.670617,Flagged,TI06771
SE06772,2025-11-19 23:50:48.670617,Clear,TI06772
SE06773,2025-11-19 22:50:48.670617,Clear,TI06773
SE06774,2025-11-20 00:50:48.670617,Clear,TI06774
SE06775,2025-11-19 23:50:48.670617,Clear,TI06775
SE06776,2025-11-19 22:50:48.670617,Clear,TI06776
SE06777,2025-11-20 00:50:48.670617,Clear,TI06777
SE06778,2025-11-19 23:50:48.670617,Flagged,TI06778
SE06779,2025-11-20 00:50:48.670617,Clear,TI06779
SE06780,2025-11-19 23:50:48.670617,Clear,TI06780
SE06781,2025-11-19 22:50:48.670617,Clear,TI06781
SE06782,2025-11-20 00:50:48.670617,Clear,TI06782
SE06783,2025-11-20 00:50:48.670617,Clear,TI06783
SE06784,2025-11-19 22:50:48.670617,Clear,TI06784
SE06785,2025-11-20 01:20:48.670617,Clear,TI06785
SE06786,2025-11-20 00:20:48.670617,Clear,TI06786
SE06787,2025-11-20 01:20:48.670617,Clear,TI06787
SE06788,2025-11-20 01:20:48.670617,Clear,TI06788
SE06789,2025-11-20 00:20:48.670617,Flagged,TI06789
SE06790,2025-11-20 00:20:48.670617,Clear,TI06790
SE06791,2025-11-20 00:20:48.670617,Clear,TI06791
SE06792,2025-11-20 01:20:48.670617,Clear,TI06792
SE06793,2025-11-19 23:20:48.670617,Clear,TI06793
SE06794,2025-11-19 23:20:48.670617,Clear,TI06794
SE06795,2025-11-19 23:20:48.670617,Flagged,TI06795
SE06796,2025-11-19 23:20:48.670617,Clear,TI06796
SE06797,2025-11-19 23:20:48.670617,Clear,TI06797
SE06798,2025-11-20 01:20:48.670617,Clear,TI06798
SE06799,2025-11-20 01:20:48.670617,Clear,TI06799
SE06800,2025-11-20 00:20:48.670617,Clear,TI06800
SE06801,2025-11-19 23:20:48.670617,Clear,TI06801
SE06802,2025-11-20 00:20:48.670617,Clear,TI06802
SE06803,2025-11-20 01:20:48.670617,Clear,TI06803
SE06804,2025-11-20 01:20:48.670617,Clear,TI06804
SE06805,2025-11-20 00:20:48.670617,Clear,TI06805
SE06806,2025-11-20 00:20:48.670617,Clear,TI06806
SE06807,2025-11-19 23:20:48.670617,Clear,TI06807
SE06808,2025-11-20 00:20:48.670617,Clear,TI06808
SE06809,2025-11-20 01:20:48.670617,Clear,TI06809
SE06810,2025-11-20 00:20:48.670617,Clear,TI06810
SE06811,2025-11-19 23:20:48.670617,Clear,TI06811
SE06812,2025-11-20 01:20:48.670617,Clear,TI06812
SE06813,2025-11-20 00:20:48.670617,Flagged,TI06813
SE06814,2025-11-19 23:20:48.670617,Clear,TI06814
SE06815,2025-11-19 23:20:48.670617,Clear,TI06815
SE06816,2025-11-20 00:20:48.670617,Flagged,TI06816
SE06817,2025-11-20 00:20:48.670617,Clear,TI06817
SE06818,2025-11-20 01:20:48.670617,Clear,TI06818
SE06819,2025-11-20 01:20:48.670617,Clear,TI06819
SE06820,2025-11-20 01:20:48.670617,Clear,TI06820
SE06821,2025-11-20 00:20:48.670617,Clear,TI06821
SE06822,2025-11-20 01:20:48.670617,Clear,TI06822
SE06823,2025-11-20 01:20:48.670617,Clear,TI06823
SE06824,2025-11-19 23:20:48.670617,Clear,TI06824
SE06825,2025-11-20 01:20:48.670617,Clear,TI06825
SE06826,2025-11-20 00:20:48.670617,Clear,TI06826
SE06827,2025-11-19 23:20:48.670617,Clear,TI06827
SE06828,2025-11-20 00:20:48.670617,Clear,TI06828
SE06829,2025-11-20 01:20:48.670617,Clear,TI06829
SE06830,2025-11-19 23:20:48.670617,Clear,TI06830
SE06831,2025-11-19 23:20:48.670617,Confiscated,TI06831
SE06832,2025-11-20 00:20:48.670617,Clear,TI06832
SE06833,2025-11-19 23:20:48.670617,Clear,TI06833
SE06834,2025-11-20 01:20:48.670617,Clear,TI06834
SE06835,2025-11-20 00:20:48.670617,Clear,TI06835
SE06836,2025-11-19 23:20:48.670617,Clear,TI06836
SE06837,2025-11-20 00:20:48.670617,Clear,TI06837
SE06838,2025-11-20 00:20:48.670617,Clear,TI06838
SE06839,2025-11-19 23:20:48.670617,Clear,TI06839
SE06840,2025-11-19 23:20:48.670617,Flagged,TI06840
SE06841,2025-11-19 23:20:48.670617,Clear,TI06841
SE06842,2025-11-19 23:20:48.670617,Clear,TI06842
SE06843,2025-11-20 00:20:48.670617,Clear,TI06843
SE06844,2025-11-20 00:20:48.670617,Clear,TI06844
SE06845,2025-11-20 01:20:48.670617,Clear,TI06845
SE06846,2025-11-20 00:20:48.670617,Clear,TI06846
SE06847,2025-11-19 23:20:48.670617,Clear,TI06847
SE06848,2025-11-20 00:20:48.670617,Clear,TI06848
SE06849,2025-11-20 01:20:48.670617,Clear,TI06849
SE06850,2025-11-20 01:20:48.670617,Clear,TI06850
SE06851,2025-11-20 01:20:48.670617,Clear,TI06851
SE06852,2025-11-20 01:20:48.670617,Clear,TI06852
SE06853,2025-11-20 01:20:48.670617,Clear,TI06853
SE06854,2025-11-20 01:20:48.670617,Flagged,TI06854
SE06855,2025-11-19 23:20:48.670617,Clear,TI06855
SE06856,2025-11-20 01:20:48.670617,Clear,TI06856
SE06857,2025-11-20 01:20:48.670617,Clear,TI06857
SE06858,2025-11-20 00:20:48.670617,Clear,TI06858
SE06859,2025-11-20 01:20:48.670617,Clear,TI06859
SE06860,2025-11-20 00:20:48.670617,Clear,TI06860
SE06861,2025-11-19 23:20:48.670617,Clear,TI06861
SE06862,2025-11-19 23:20:48.670617,Clear,TI06862
SE06863,2025-11-20 00:20:48.670617,Clear,TI06863
SE06864,2025-11-19 23:20:48.670617,Clear,TI06864
SE06865,2025-11-19 23:20:48.670617,Clear,TI06865
SE06866,2025-11-20 00:20:48.670617,Clear,TI06866
SE06867,2025-11-20 00:20:48.670617,Clear,TI06867
SE06868,2025-11-20 01:20:48.670617,Clear,TI06868
SE06869,2025-11-20 00:20:48.670617,Flagged,TI06869
SE06870,2025-11-19 23:20:48.670617,Clear,TI06870
SE06871,2025-11-20 00:20:48.670617,Clear,TI06871
SE06872,2025-11-20 01:20:48.670617,Clear,TI06872
SE06873,2025-11-20 00:20:48.670617,Clear,TI06873
SE06874,2025-11-20 01:20:48.670617,Clear,TI06874
SE06875,2025-11-19 23:20:48.670617,Clear,TI06875
SE06876,2025-11-19 23:20:48.670617,Clear,TI06876
SE06877,2025-11-20 01:20:48.670617,Clear,TI06877
SE06878,2025-11-20 01:20:48.670617,Clear,TI06878
SE06879,2025-11-20 00:20:48.670617,Clear,TI06879
SE06880,2025-11-20 01:20:48.670617,Clear,TI06880
SE06881,2025-11-20 00:20:48.670617,Clear,TI06881
SE06882,2025-11-20 00:20:48.670617,Clear,TI06882
SE06883,2025-11-19 23:20:48.670617,Clear,TI06883
SE06884,2025-11-20 01:20:48.670617,Clear,TI06884
SE06885,2025-11-19 23:20:48.670617,Clear,TI06885
SE06886,2025-11-20 00:20:48.670617,Clear,TI06886
SE06887,2025-11-19 23:20:48.670617,Clear,TI06887
SE06888,2025-11-19 23:20:48.670617,Clear,TI06888
SE06889,2025-11-20 01:20:48.670617,Clear,TI06889
SE06890,2025-11-20 00:20:48.670617,Confiscated,TI06890
SE06891,2025-11-19 23:20:48.670617,Clear,TI06891
SE06892,2025-11-20 00:20:48.670617,Clear,TI06892
SE06893,2025-11-19 23:20:48.670617,Clear,TI06893
SE06894,2025-11-20 01:20:48.670617,Clear,TI06894
SE06895,2025-11-19 23:20:48.670617,Clear,TI06895
SE06896,2025-11-19 23:20:48.670617,Clear,TI06896
SE06897,2025-11-19 23:20:48.670617,Clear,TI06897
SE06898,2025-11-19 23:20:48.670617,Clear,TI06898
SE06899,2025-11-19 23:20:48.670617,Clear,TI06899
SE06900,2025-11-20 00:20:48.670617,Clear,TI06900
SE06901,2025-11-19 23:20:48.670617,Clear,TI06901
SE06902,2025-11-20 00:20:48.670617,Clear,TI06902
SE06903,2025-11-19 23:20:48.670617,Clear,TI06903
SE06904,2025-11-20 00:20:48.670617,Flagged,TI06904
SE06905,2025-11-19 23:20:48.670617,Clear,TI06905
SE06906,2025-11-19 23:20:48.670617,Clear,TI06906
SE06907,2025-11-20 01:20:48.670617,Clear,TI06907
SE06908,2025-11-20 00:20:48.670617,Clear,TI06908
SE06909,2025-11-20 00:20:48.670617,Clear,TI06909
SE06910,2025-11-19 23:20:48.670617,Clear,TI06910
SE06911,2025-11-19 23:20:48.670617,Clear,TI06911
SE06912,2025-11-19 23:20:48.670617,Clear,TI06912
SE06913,2025-11-19 23:20:48.670617,Clear,TI06913
SE06914,2025-11-20 01:20:48.670617,Clear,TI06914
SE06915,2025-11-20 00:20:48.670617,Clear,TI06915
SE06916,2025-11-20 01:20:48.670617,Clear,TI06916
SE06917,2025-11-19 23:20:48.670617,Clear,TI06917
SE06918,2025-11-20 01:20:48.670617,Clear,TI06918
SE06919,2025-11-20 01:20:48.670617,Clear,TI06919
SE06920,2025-11-19 23:20:48.670617,Clear,TI06920
SE06921,2025-11-20 00:20:48.670617,Flagged,TI06921
SE06922,2025-11-20 01:20:48.670617,Clear,TI06922
SE06923,2025-11-20 01:20:48.670617,Clear,TI06923
SE06924,2025-11-19 23:20:48.670617,Clear,TI06924
SE06925,2025-11-19 23:20:48.670617,Confiscated,TI06925
SE06926,2025-11-19 23:20:48.670617,Clear,TI06926
SE06927,2025-11-20 00:20:48.670617,Clear,TI06927
SE06928,2025-11-19 23:20:48.670617,Flagged,TI06928
SE06929,2025-11-20 01:20:48.670617,Clear,TI06929
SE06930,2025-11-20 00:20:48.670617,Clear,TI06930
SE06931,2025-11-20 00:20:48.670617,Clear,TI06931
SE06932,2025-11-19 23:20:48.670617,Clear,TI06932
SE06933,2025-11-20 00:20:48.670617,Clear,TI06933
SE06934,2025-11-20 01:20:48.670617,Clear,TI06934
SE06935,2025-11-19 23:20:48.670617,Clear,TI06935
SE06936,2025-11-20 01:20:48.670617,Clear,TI06936
SE06937,2025-11-20 00:20:48.670617,Clear,TI06937
SE06938,2025-11-20 00:20:48.670617,Clear,TI06938
SE06939,2025-11-20 00:20:48.670617,Clear,TI06939
SE06940,2025-11-19 23:20:48.670617,Flagged,TI06940
SE06941,2025-11-19 23:20:48.670617,Clear,TI06941
SE06942,2025-11-20 00:20:48.670617,Clear,TI06942
SE06943,2025-11-19 23:20:48.670617,Clear,TI06943
SE06944,2025-11-19 23:20:48.670617,Clear,TI06944
SE06945,2025-11-20 00:20:48.670617,Clear,TI06945
SE06946,2025-11-20 00:20:48.670617,Clear,TI06946
SE06947,2025-11-20 00:20:48.670617,Clear,TI06947
SE06948,2025-11-20 01:20:48.670617,Clear,TI06948
SE06949,2025-11-20 00:20:48.670617,Clear,TI06949
SE06950,2025-11-20 01:20:48.670617,Clear,TI06950
SE06951,2025-11-19 23:20:48.670617,Clear,TI06951
SE06952,2025-11-20 01:20:48.670617,Clear,TI06952
SE06953,2025-11-20 01:20:48.670617,Confiscated,TI06953
SE06954,2025-11-20 01:20:48.670617,Clear,TI06954
SE06955,2025-11-19 23:20:48.670617,Clear,TI06955
SE06956,2025-11-20 00:20:48.670617,Clear,TI06956
SE06957,2025-11-19 23:20:48.670617,Clear,TI06957
SE06958,2025-11-19 23:20:48.670617,Clear,TI06958
SE06959,2025-11-19 23:20:48.670617,Clear,TI06959
SE06960,2025-11-20 01:20:48.670617,Clear,TI06960
SE06961,2025-11-20 01:20:48.670617,Clear,TI06961
SE06962,2025-11-19 23:20:48.670617,Clear,TI06962
SE06963,2025-11-19 23:20:48.670617,Clear,TI06963
SE06964,2025-11-19 23:20:48.670617,Clear,TI06964
SE06965,2025-11-19 23:20:48.670617,Clear,TI06965
SE06966,2025-11-20 01:20:48.670617,Clear,TI06966
SE06967,2025-11-19 23:20:48.670617,Clear,TI06967
SE06968,2025-11-20 01:20:48.670617,Clear,TI06968
SE06969,2025-11-19 23:20:48.670617,Clear,TI06969
SE06970,2025-11-20 00:20:48.670617,Clear,TI06970
SE06971,2025-11-20 00:20:48.670617,Clear,TI06971
SE06972,2025-11-19 23:20:48.670617,Clear,TI06972
SE06973,2025-11-20 01:20:48.670617,Clear,TI06973
SE06974,2025-11-19 23:20:48.670617,Clear,TI06974
SE06975,2025-11-20 01:20:48.670617,Clear,TI06975
SE06976,2025-11-20 00:20:48.670617,Clear,TI06976
SE06977,2025-11-20 00:20:48.670617,Clear,TI06977
SE06978,2025-11-20 01:20:48.670617,Clear,TI06978
SE06979,2025-11-19 23:20:48.670617,Clear,TI06979
SE06980,2025-11-19 23:20:48.670617,Clear,TI06980
SE06981,2025-11-20 01:20:48.670617,Clear,TI06981
SE06982,2025-11-20 01:20:48.670617,Clear,TI06982
SE06983,2025-11-20 00:20:48.670617,Clear,TI06983
SE06984,2025-11-20 00:20:48.670617,Clear,TI06984
SE06985,2025-11-20 00:20:48.670617,Clear,TI06985
SE06986,2025-11-20 00:20:48.670617,Flagged,TI06986
SE06987,2025-11-20 01:20:48.670617,Clear,TI06987
SE06988,2025-11-20 01:20:48.670617,Flagged,TI06988
SE06989,2025-11-20 00:20:48.670617,Flagged,TI06989
SE06990,2025-11-20 00:20:48.670617,Clear,TI06990
SE06991,2025-11-20 00:20:48.670617,Clear,TI06991
SE06992,2025-11-19 23:20:48.670617,Clear,TI06992
SE06993,2025-11-19 23:20:48.670617,Clear,TI06993
SE06994,2025-11-19 23:20:48.670617,Clear,TI06994
SE06995,2025-11-20 00:20:48.670617,Clear,TI06995
SE06996,2025-11-19 23:20:48.670617,Clear,TI06996
SE06997,2025-11-20 00:20:48.670617,Clear,TI06997
SE06998,2025-11-20 00:20:48.670617,Clear,TI06998
SE06999,2025-11-20 01:20:48.670617,Clear,TI06999
SE07000,2025-11-20 00:20:48.670617,Clear,TI07000
SE07001,2025-11-20 01:20:48.670617,Clear,TI07001
SE07002,2025-11-19 23:20:48.670617,Clear,TI07002
SE07003,2025-11-20 00:20:48.670617,Clear,TI07003
SE07004,2025-11-20 01:20:48.670617,Clear,TI07004
SE07005,2025-11-19 23:20:48.670617,Clear,TI07005
SE07006,2025-11-20 00:20:48.670617,Clear,TI07006
SE07007,2025-11-19 23:20:48.670617,Clear,TI07007
SE07008,2025-11-19 23:20:48.670617,Clear,TI07008
SE07009,2025-11-20 00:20:48.670617,Clear,TI07009
SE07010,2025-11-19 23:20:48.670617,Clear,TI07010
SE07011,2025-11-20 00:20:48.670617,Clear,TI07011
SE07012,2025-11-20 01:20:48.670617,Clear,TI07012
SE07013,2025-11-20 00:20:48.670617,Clear,TI07013
SE07014,2025-11-20 01:20:48.670617,Clear,TI07014
SE07015,2025-11-20 01:20:48.670617,Clear,TI07015
SE07016,2025-11-20 01:20:48.670617,Flagged,TI07016
SE07017,2025-11-19 23:20:48.670617,Clear,TI07017
SE07018,2025-11-20 00:20:48.670617,Clear,TI07018
SE07019,2025-11-20 01:20:48.670617,Clear,TI07019
SE07020,2025-11-20 01:20:48.670617,Clear,TI07020
SE07021,2025-11-20 01:20:48.670617,Clear,TI07021
SE07022,2025-11-20 02:57:48.670617,Clear,TI07022
SE07023,2025-11-20 02:57:48.670617,Clear,TI07023
SE07024,2025-11-20 01:57:48.670617,Clear,TI07024
SE07025,2025-11-20 01:57:48.670617,Clear,TI07025
SE07026,2025-11-20 00:57:48.670617,Clear,TI07026
SE07027,2025-11-20 01:57:48.670617,Clear,TI07027
SE07028,2025-11-20 01:57:48.670617,Clear,TI07028
SE07029,2025-11-20 02:57:48.670617,Clear,TI07029
SE07030,2025-11-20 01:57:48.670617,Clear,TI07030
SE07031,2025-11-20 01:57:48.670617,Clear,TI07031
SE07032,2025-11-20 00:57:48.670617,Clear,TI07032
SE07033,2025-11-20 01:57:48.670617,Clear,TI07033
SE07034,2025-11-20 02:57:48.670617,Clear,TI07034
SE07035,2025-11-20 01:57:48.670617,Clear,TI07035
SE07036,2025-11-20 02:57:48.670617,Clear,TI07036
SE07037,2025-11-20 01:57:48.670617,Clear,TI07037
SE07038,2025-11-20 02:57:48.670617,Flagged,TI07038
SE07039,2025-11-20 02:57:48.670617,Clear,TI07039
SE07040,2025-11-20 01:57:48.670617,Clear,TI07040
SE07041,2025-11-20 00:57:48.670617,Clear,TI07041
SE07042,2025-11-20 00:57:48.670617,Clear,TI07042
SE07043,2025-11-20 02:57:48.670617,Clear,TI07043
SE07044,2025-11-20 02:57:48.670617,Clear,TI07044
SE07045,2025-11-20 00:57:48.670617,Clear,TI07045
SE07046,2025-11-20 02:57:48.670617,Clear,TI07046
SE07047,2025-11-20 00:57:48.670617,Clear,TI07047
SE07048,2025-11-20 01:57:48.670617,Clear,TI07048
SE07049,2025-11-20 02:57:48.670617,Confiscated,TI07049
SE07050,2025-11-20 02:57:48.670617,Clear,TI07050
SE07051,2025-11-20 02:57:48.670617,Clear,TI07051
SE07052,2025-11-20 02:57:48.670617,Clear,TI07052
SE07053,2025-11-20 00:57:48.670617,Clear,TI07053
SE07054,2025-11-20 02:57:48.670617,Clear,TI07054
SE07055,2025-11-20 02:57:48.670617,Clear,TI07055
SE07056,2025-11-20 00:57:48.670617,Clear,TI07056
SE07057,2025-11-20 01:57:48.670617,Clear,TI07057
SE07058,2025-11-20 00:57:48.670617,Flagged,TI07058
SE07059,2025-11-20 00:57:48.670617,Clear,TI07059
SE07060,2025-11-20 01:57:48.670617,Clear,TI07060
SE07061,2025-11-20 01:57:48.670617,Clear,TI07061
SE07062,2025-11-20 01:57:48.670617,Clear,TI07062
SE07063,2025-11-20 01:57:48.670617,Flagged,TI07063
SE07064,2025-11-20 02:57:48.670617,Clear,TI07064
SE07065,2025-11-20 01:57:48.670617,Clear,TI07065
SE07066,2025-11-20 02:57:48.670617,Clear,TI07066
SE07067,2025-11-20 02:57:48.670617,Clear,TI07067
SE07068,2025-11-20 01:57:48.670617,Clear,TI07068
SE07069,2025-11-20 01:57:48.670617,Clear,TI07069
SE07070,2025-11-20 02:57:48.670617,Clear,TI07070
SE07071,2025-11-20 01:57:48.670617,Clear,TI07071
SE07072,2025-11-20 01:57:48.670617,Clear,TI07072
SE07073,2025-11-20 01:57:48.670617,Clear,TI07073
SE07074,2025-11-20 00:57:48.670617,Clear,TI07074
SE07075,2025-11-20 00:57:48.670617,Clear,TI07075
SE07076,2025-11-20 02:57:48.670617,Clear,TI07076
SE07077,2025-11-20 00:57:48.670617,Clear,TI07077
SE07078,2025-11-20 02:57:48.670617,Clear,TI07078
SE07079,2025-11-20 02:57:48.670617,Clear,TI07079
SE07080,2025-11-20 02:57:48.670617,Clear,TI07080
SE07081,2025-11-20 00:57:48.670617,Clear,TI07081
