LuggageID,Weight,Status,TicketID
LG15848,19.26,Unloaded,TI14833
LG15849,29.1,Unloaded,TI14834
LG15850,23.38,Checked-In,TI14836
LG15851,14.71,Checked-In,TI14837
LG15852,27.2,Loaded,TI14837
LG15853,24.49,Unloaded,TI14838
LG15854,28.81,Checked-In,TI14838
LG15855,30.46,Checked-In,TI14839
LG15856,24.74,Unloaded,TI14839
LG15857,29.09,Unloaded,TI14841
LG15858,28.03,Checked-In,TI14841
LG15859,16.16,Loaded,TI14842
LG15860,27.47,Checked-In,TI14843
LG15861,17.58,Checked-In,TI14845
LG15862,10.39,Checked-In,TI14845
LG15863,22.77,Unloaded,TI14846
LG15864,19.62,Unloaded,TI14847
LG15865,18.42,Unloaded,TI14848
LG15866,29.92,Loaded,TI14848
LG15867,20.7,Checked-In,TI14849
LG15868,11.23,Unloaded,TI14849
LG15869,24.67,Unloaded,TI14850
LG15870,23.45,Loaded,TI14850
LG15871,28.35,Loaded,TI14851
LG15872,27.66,Loaded,TI14851
LG15873,31.01,Unloaded,TI14852
LG15874,31.04,Checked-In,TI14853
LG15875,23.25,Loaded,TI14854
LG15876,10.01,Checked-In,TI14854
LG15877,23.63,Loaded,TI14855
LG15878,24.25,Loaded,TI14855
LG15879,11.45,Unloaded,TI14857
LG15880,24.5,Loaded,TI14859
LG15881,21.28,Loaded,TI14859
LG15882,23.68,Unloaded,TI14860
LG15883,21.11,Checked-In,TI14862
LG15884,7.51,Unloaded,TI14862
LG15885,17.11,Unloaded,TI14863
LG15886,19.46,Unloaded,TI14863
LG15887,18.31,Loaded,TI14864
LG15888,21.14,Unloaded,TI14866
LG15889,16.59,Unloaded,TI14867
LG15890,27.63,Checked-In,TI14867
LG15891,19.25,Loaded,TI14868
LG15892,10.05,Checked-In,TI14868
LG15893,14.6,Unloaded,TI14869
LG15894,13.57,Checked-In,TI14869
LG15895,13.3,Checked-In,TI14870
LG15896,22.36,Unloaded,TI14870
LG15897,29.48,Checked-In,TI14871
LG15898,11.55,Checked-In,TI14872
LG15899,8.93,Unloaded,TI14873
LG15900,28.16,Loaded,TI14874
LG15901,16.47,Checked-In,TI14875
LG15902,29.94,Checked-In,TI14875
LG15903,7.82,Unloaded,TI14879
LG15904,22.96,Checked-In,TI14881
LG15905,28.19,Checked-In,TI14881
LG15906,8.73,Loaded,TI14883
LG15907,30.25,Unloaded,TI14883
LG15908,12.92,Checked-In,TI14884
LG15909,14.21,Unloaded,TI14884
LG15910,15.96,Loaded,TI14885
LG15911,21.53,Unloaded,TI14886
LG15912,24.35,Loaded,TI14886
LG15913,30.41,Unloaded,TI14890
LG15914,25.36,Checked-In,TI14890
LG15915,20.97,Loaded,TI14891
LG15916,24.04,Unloaded,TI14892
LG15917,15.17,Unloaded,TI14893
LG15918,10.43,Unloaded,TI14894
LG15919,22.18,Checked-In,TI14894
LG15920,7.67,Unloaded,TI14897
LG15921,20.02,Checked-In,TI14897
LG15922,21.66,Unloaded,TI14898
LG15923,12.27,Loaded,TI14899
LG15924,27.38,Checked-In,TI14899
LG15925,23.11,Loaded,TI14900
LG15926,30.9,Loaded,TI14901
LG15927,22.33,Loaded,TI14901
LG15928,17.19,Checked-In,TI14902
LG15929,26.18,Checked-In,TI14902
LG15930,23.38,Loaded,TI14903
LG15931,30.65,Checked-In,TI14905
LG15932,18.51,Unloaded,TI14906
LG15933,29.88,Loaded,TI14906
LG15934,7.49,Unloaded,TI14907
LG15935,31.95,Checked-In,TI14910
LG15936,11.8,Unloaded,TI14912
LG15937,11.1,Checked-In,TI14914
LG15938,17.04,Checked-In,TI14914
LG15939,24.27,Unloaded,TI14915
LG15940,19.35,Loaded,TI14915
LG15941,12.37,Unloaded,TI14916
LG15942,14.46,Checked-In,TI14916
LG15943,29.01,Loaded,TI14917
LG15944,28.95,Unloaded,TI14917
LG15945,27.07,Unloaded,TI14918
LG15946,17.73,Loaded,TI14919
LG15947,17.09,Checked-In,TI14919
LG15948,27.15,Loaded,TI14921
LG15949,25.19,Loaded,TI14921
LG15950,21.02,Unloaded,TI14923
LG15951,18.83,Loaded,TI14923
LG15952,10.13,Checked-In,TI14924
LG15953,15.02,Checked-In,TI14924
LG15954,29.97,Unloaded,TI14925
LG15955,25.15,Checked-In,TI14926
LG15956,19.63,Unloaded,TI14928
LG15957,16.09,Loaded,TI14928
LG15958,8.21,Loaded,TI14929
LG15959,9.28,Checked-In,TI14930
LG15960,11.27,Checked-In,TI14931
LG15961,23.72,Checked-In,TI14932
LG15962,22.52,Checked-In,TI14932
LG15963,21.47,Checked-In,TI14933
LG15964,24.8,Loaded,TI14933
LG15965,9.13,Loaded,TI14935
LG15966,24.02,Checked-In,TI14935
LG15967,9.12,Loaded,TI14936
LG15968,8.02,Loaded,TI14937
LG15969,31.9,Unloaded,TI14938
LG15970,15.47,Unloaded,TI14939
LG15971,28.36,Unloaded,TI14939
LG15972,9.29,Checked-In,TI14940
LG15973,7.48,Loaded,TI14941
LG15974,20.93,Unloaded,TI14942
LG15975,13.84,Loaded,TI14942
LG15976,13.49,Unloaded,TI14945
LG15977,16.4,Loaded,TI14945
LG15978,31.18,Loaded,TI14946
LG15979,18.28,Unloaded,TI14947
LG15980,12.16,Unloaded,TI14948
LG15981,15.0,Loaded,TI14948
LG15982,17.39,Unloaded,TI14949
LG15983,18.13,Checked-In,TI14950
LG15984,22.46,Loaded,TI14951
LG15985,8.62,Loaded,TI14951
LG15986,23.58,Loaded,TI14952
LG15987,25.28,Loaded,TI14952
LG15988,27.82,Checked-In,TI14953
LG15989,11.98,Unloaded,TI14953
LG15990,17.31,Unloaded,TI14955
LG15991,24.23,Loaded,TI14956
LG15992,31.63,Loaded,TI14956
LG15993,24.25,Unloaded,TI14960
LG15994,27.64,Loaded,TI14960
LG15995,11.52,Loaded,TI14961
LG15996,13.55,Unloaded,TI14962
LG15997,8.14,Loaded,TI14963
LG15998,29.92,Unloaded,TI14964
LG15999,21.18,Checked-In,TI14964
LG16000,17.81,Unloaded,TI14965
LG16001,19.79,Unloaded,TI14965
LG16002,22.47,Loaded,TI14966
LG16003,31.86,Checked-In,TI14967
LG16004,11.14,Loaded,TI14967
LG16005,10.52,Checked-In,TI14971
LG16006,9.45,Loaded,TI14971
LG16007,11.84,Unloaded,TI14972
LG16008,28.24,Unloaded,TI14974
LG16009,16.31,Loaded,TI14975
LG16010,26.54,Checked-In,TI14975
LG16011,10.63,Checked-In,TI14976
LG16012,9.61,Loaded,TI14978
LG16013,23.04,Loaded,TI14978
LG16014,23.72,Checked-In,TI14979
LG16015,16.36,Checked-In,TI14980
LG16016,19.08,Loaded,TI14981
LG16017,20.46,Loaded,TI14981
LG16018,19.44,Unloaded,TI14982
LG16019,29.39,Loaded,TI14982
LG16020,8.06,Checked-In,TI14983
LG16021,20.37,Unloaded,TI14983
LG16022,7.52,Loaded,TI14984
LG16023,15.0,Checked-In,TI14984
LG16024,9.48,Unloaded,TI14985
LG16025,11.3,Loaded,TI14986
LG16026,15.57,Unloaded,TI14986
LG16027,22.69,Checked-In,TI14987
LG16028,19.08,Unloaded,TI14988
LG16029,7.2,Unloaded,TI14989
LG16030,17.55,Unloaded,TI14989
LG16031,28.55,Unloaded,TI14990
LG16032,16.63,Loaded,TI14990
LG16033,7.59,Checked-In,TI14991
LG16034,19.57,Unloaded,TI14991
LG16035,31.05,Unloaded,TI14992
LG16036,27.0,Checked-In,TI14992
LG16037,7.11,Unloaded,TI14993
LG16038,13.84,Checked-In,TI14994
LG16039,10.55,Unloaded,TI14994
LG16040,31.53,Unloaded,TI14995
LG16041,29.86,Loaded,TI14997
LG16042,20.3,Unloaded,TI14997
LG16043,18.92,Unloaded,TI14998
LG16044,23.55,Loaded,TI14999
LG16045,25.35,Unloaded,TI14999
LG16046,10.11,Checked-In,TI15001
LG16047,14.94,Unloaded,TI15001
LG16048,15.36,Loaded,TI15002
LG16049,31.7,Checked-In,TI15003
LG16050,13.26,Unloaded,TI15004
LG16051,22.23,Checked-In,TI15004
LG16052,7.68,Unloaded,TI15005
LG16053,15.33,Unloaded,TI15005
LG16054,24.06,Loaded,TI15007
LG16055,25.4,Checked-In,TI15007
LG16056,9.98,Loaded,TI15008
LG16057,12.45,Loaded,TI15008
LG16058,30.23,Unloaded,TI15009
LG16059,12.52,Unloaded,TI15010
LG16060,15.61,Unloaded,TI15010
LG16061,11.5,Checked-In,TI15013
LG16062,14.96,Checked-In,TI15013
LG16063,18.36,Checked-In,TI15014
LG16064,27.55,Unloaded,TI15014
LG16065,30.99,Loaded,TI15015
LG16066,18.64,Checked-In,TI15016
LG16067,16.27,Unloaded,TI15016
LG16068,16.15,Unloaded,TI15017
LG16069,22.5,Unloaded,TI15017
LG16070,28.42,Unloaded,TI15019
LG16071,27.2,Checked-In,TI15023
LG16072,12.51,Checked-In,TI15023
LG16073,19.7,Loaded,TI15025
LG16074,10.35,Unloaded,TI15028
LG16075,14.24,Unloaded,TI15029
LG16076,30.54,Loaded,TI15030
LG16077,7.28,Loaded,TI15030
LG16078,7.61,Loaded,TI15032
LG16079,28.24,Checked-In,TI15032
LG16080,18.57,Loaded,TI15034
LG16081,23.5,Loaded,TI15034
LG16082,7.04,Loaded,TI15035
LG16083,12.54,Unloaded,TI15035
LG16084,14.1,Unloaded,TI15038
LG16085,30.1,Checked-In,TI15038
LG16086,27.51,Loaded,TI15039
LG16087,13.95,Loaded,TI15039
LG16088,28.61,Unloaded,TI15040
LG16089,12.16,Loaded,TI15040
LG16090,20.22,Unloaded,TI15041
LG16091,13.1,Loaded,TI15041
LG16092,14.87,Unloaded,TI15042
LG16093,30.84,Checked-In,TI15042
LG16094,26.72,Loaded,TI15043
LG16095,20.26,Checked-In,TI15044
LG16096,24.7,Checked-In,TI15044
LG16097,22.58,Loaded,TI15045
LG16098,9.48,Loaded,TI15046
LG16099,24.3,Checked-In,TI15046
LG16100,17.34,Loaded,TI15048
LG16101,9.64,Unloaded,TI15048
LG16102,19.37,Checked-In,TI15049
LG16103,7.21,Checked-In,TI15050
LG16104,28.57,Unloaded,TI15051
LG16105,7.16,Unloaded,TI15052
LG16106,24.45,Loaded,TI15052
LG16107,27.61,Loaded,TI15053
LG16108,28.94,Checked-In,TI15054
LG16109,13.98,Loaded,TI15055
LG16110,30.79,Unloaded,TI15055
LG16111,29.88,Unloaded,TI15056
LG16112,8.8,Checked-In,TI15056
LG16113,31.88,Checked-In,TI15058
LG16114,26.18,Loaded,TI15059
LG16115,19.74,Checked-In,TI15060
LG16116,28.6,Checked-In,TI15060
LG16117,23.08,Unloaded,TI15061
LG16118,10.57,Checked-In,TI15064
LG16119,10.32,Checked-In,TI15065
LG16120,23.76,Unloaded,TI15067
LG16121,15.06,Loaded,TI15067
LG16122,11.81,Checked-In,TI15068
LG16123,7.11,Checked-In,TI15069
LG16124,9.06,Checked-In,TI15069
LG16125,10.81,Loaded,TI15070
LG16126,14.24,Checked-In,TI15071
LG16127,18.82,Loaded,TI15071
LG16128,25.0,Unloaded,TI15072
LG16129,7.66,Loaded,TI15072
LG16130,19.72,Loaded,TI15074
LG16131,12.72,Unloaded,TI15075
LG16132,22.0,Unloaded,TI15075
LG16133,7.67,Loaded,TI15077
LG16134,22.32,Loaded,TI15077
LG16135,8.05,Checked-In,TI15078
LG16136,26.2,Loaded,TI15078
LG16137,13.15,Unloaded,TI15080
LG16138,14.76,Unloaded,TI15081
LG16139,22.35,Loaded,TI15081
LG16140,7.46,Loaded,TI15082
LG16141,11.4,Loaded,TI15082
LG16142,26.53,Unloaded,TI15084
LG16143,21.86,Checked-In,TI15084
LG16144,26.93,Checked-In,TI15085
LG16145,23.14,Checked-In,TI15086
LG16146,12.45,Checked-In,TI15086
LG16147,17.81,Loaded,TI15087
LG16148,15.78,Loaded,TI15088
LG16149,25.27,Checked-In,TI15090
LG16150,17.99,Loaded,TI15090
LG16151,12.15,Unloaded,TI15091
LG16152,12.37,Unloaded,TI15091
LG16153,31.03,Checked-In,TI15092
LG16154,22.64,Unloaded,TI15093
LG16155,11.34,Checked-In,TI15096
LG16156,14.19,Loaded,TI15096
LG16157,18.86,Loaded,TI15099
LG16158,29.8,Unloaded,TI15100
LG16159,7.23,Loaded,TI15102
LG16160,14.52,Loaded,TI15103
LG16161,14.4,Unloaded,TI15104
LG16162,14.3,Unloaded,TI15105
LG16163,13.89,Unloaded,TI15106
LG16164,23.42,Loaded,TI15107
LG16165,8.6,Checked-In,TI15112
LG16166,18.63,Unloaded,TI15113
LG16167,26.79,Unloaded,TI15115
LG16168,21.04,Loaded,TI15118
LG16169,27.16,Unloaded,TI15119
LG16170,7.08,Unloaded,TI15121
LG16171,16.24,Checked-In,TI15121
LG16172,12.28,Unloaded,TI15123
LG16173,9.33,Unloaded,TI15125
LG16174,12.64,Checked-In,TI15127
LG16175,28.07,Loaded,TI15128
LG16176,27.57,Unloaded,TI15128
LG16177,20.24,Unloaded,TI15129
LG16178,19.65,Checked-In,TI15129
LG16179,16.89,Unloaded,TI15130
LG16180,14.67,Loaded,TI15132
LG16181,18.32,Loaded,TI15132
LG16182,8.03,Checked-In,TI15133
LG16183,18.77,Unloaded,TI15135
LG16184,10.52,Checked-In,TI15136
LG16185,22.64,Loaded,TI15138
LG16186,15.76,Checked-In,TI15140
LG16187,17.44,Unloaded,TI15140
LG16188,30.31,Unloaded,TI15141
LG16189,9.7,Checked-In,TI15142
LG16190,21.35,Checked-In,TI15143
LG16191,13.64,Unloaded,TI15144
LG16192,23.44,Unloaded,TI15144
LG16193,30.32,Loaded,TI15145
LG16194,20.09,Checked-In,TI15145
LG16195,10.4,Loaded,TI15146
LG16196,10.21,Unloaded,TI15146
LG16197,24.36,Unloaded,TI15147
LG16198,23.04,Checked-In,TI15147
LG16199,20.8,Checked-In,TI15149
LG16200,12.02,Unloaded,TI15149
LG16201,10.0,Loaded,TI15151
LG16202,19.06,Checked-In,TI15153
LG16203,7.76,Loaded,TI15154
LG16204,14.59,Loaded,TI15155
LG16205,18.27,Unloaded,TI15155
LG16206,19.13,Loaded,TI15157
LG16207,28.83,Unloaded,TI15157
LG16208,15.17,Checked-In,TI15158
LG16209,27.12,Loaded,TI15160
LG16210,18.44,Loaded,TI15161
LG16211,14.04,Loaded,TI15161
LG16212,13.75,Loaded,TI15163
LG16213,21.94,Loaded,TI15163
LG16214,30.24,Loaded,TI15165
LG16215,31.42,Checked-In,TI15166
LG16216,11.23,Checked-In,TI15167
LG16217,7.8,Checked-In,TI15167
LG16218,27.35,Loaded,TI15169
LG16219,24.96,Checked-In,TI15170
LG16220,18.64,Unloaded,TI15173
LG16221,26.74,Loaded,TI15173
LG16222,20.63,Loaded,TI15174
LG16223,8.25,Checked-In,TI15174
LG16224,23.0,Unloaded,TI15176
LG16225,26.52,Unloaded,TI15177
LG16226,27.42,Unloaded,TI15178
LG16227,15.54,Unloaded,TI15179
LG16228,13.67,Loaded,TI15179
LG16229,21.55,Checked-In,TI15181
LG16230,9.26,Unloaded,TI15181
LG16231,16.7,Unloaded,TI15182
LG16232,19.44,Loaded,TI15182
LG16233,16.84,Loaded,TI15183
LG16234,11.37,Loaded,TI15184
LG16235,27.54,Checked-In,TI15187
LG16236,26.45,Checked-In,TI15188
LG16237,21.74,Unloaded,TI15189
LG16238,27.26,Unloaded,TI15190
LG16239,16.76,Loaded,TI15192
LG16240,9.78,Loaded,TI15192
LG16241,25.46,Checked-In,TI15195
LG16242,11.94,Loaded,TI15197
LG16243,13.99,Loaded,TI15198
LG16244,14.89,Loaded,TI15198
LG16245,16.37,Checked-In,TI15199
LG16246,27.69,Loaded,TI15199
LG16247,24.39,Loaded,TI15200
LG16248,16.7,Loaded,TI15200
LG16249,23.04,Unloaded,TI15201
LG16250,10.56,Checked-In,TI15201
LG16251,9.33,Checked-In,TI15202
LG16252,29.3,Unloaded,TI15202
LG16253,26.36,Checked-In,TI15204
LG16254,17.03,Loaded,TI15204
LG16255,22.1,Unloaded,TI15205
LG16256,9.42,Checked-In,TI15208
LG16257,26.73,Checked-In,TI15208
LG16258,23.21,Unloaded,TI15209
LG16259,23.46,Loaded,TI15209
LG16260,30.29,Unloaded,TI15210
LG16261,25.68,Loaded,TI15211
LG16262,29.99,Loaded,TI15212
LG16263,18.15,Checked-In,TI15213
LG16264,16.63,Loaded,TI15214
LG16265,30.43,Unloaded,TI15215
LG16266,13.13,Loaded,TI15218
LG16267,18.78,Unloaded,TI15218
LG16268,26.08,Loaded,TI15221
LG16269,17.09,Unloaded,TI15222
LG16270,29.14,Loaded,TI15222
LG16271,29.86,Checked-In,TI15223
LG16272,29.86,Loaded,TI15224
LG16273,19.08,Loaded,TI15224
LG16274,21.56,Checked-In,TI15225
LG16275,10.69,Checked-In,TI15225
LG16276,31.75,Loaded,TI15226
LG16277,27.04,Unloaded,TI15227
LG16278,25.09,Loaded,TI15227
LG16279,22.4,Checked-In,TI15229
LG16280,19.66,Checked-In,TI15229
LG16281,10.76,Unloaded,TI15230
LG16282,21.8,Checked-In,TI15231
LG16283,13.77,Loaded,TI15231
LG16284,7.66,Loaded,TI15232
LG16285,12.46,Checked-In,TI15232
LG16286,22.52,Checked-In,TI15233
LG16287,19.29,Loaded,TI15233
LG16288,9.11,Unloaded,TI15234
LG16289,26.14,Loaded,TI15234
LG16290,21.45,Checked-In,TI15235
LG16291,19.56,Checked-In,TI15235
LG16292,31.09,Checked-In,TI15236
LG16293,10.83,Unloaded,TI15238
LG16294,27.21,Unloaded,TI15238
LG16295,21.3,Checked-In,TI15239
LG16296,31.14,Unloaded,TI15239
LG16297,16.17,Loaded,TI15241
LG16298,12.1,Unloaded,TI15242
LG16299,24.16,Unloaded,TI15243
LG16300,19.15,Loaded,TI15243
LG16301,21.24,Loaded,TI15244
LG16302,24.54,Loaded,TI15244
LG16303,24.89,Loaded,TI15247
LG16304,21.37,Checked-In,TI15249
LG16305,7.16,Loaded,TI15250
LG16306,24.33,Unloaded,TI15251
LG16307,27.76,Loaded,TI15252
LG16308,14.68,Loaded,TI15253
LG16309,30.51,Loaded,TI15254
LG16310,29.44,Checked-In,TI15254
LG16311,25.15,Unloaded,TI15255
LG16312,15.7,Checked-In,TI15256
LG16313,11.94,Checked-In,TI15256
LG16314,30.96,Unloaded,TI15257
LG16315,17.4,Checked-In,TI15258
LG16316,20.93,Checked-In,TI15258
LG16317,26.82,Checked-In,TI15263
LG16318,21.24,Checked-In,TI15265
LG16319,15.64,Loaded,TI15265
LG16320,31.92,Loaded,TI15266
LG16321,30.09,Loaded,TI15267
LG16322,12.44,Unloaded,TI15269
LG16323,13.12,Unloaded,TI15269
LG16324,7.5,Loaded,TI15271
LG16325,27.17,Loaded,TI15272
LG16326,16.72,Loaded,TI15272
LG16327,28.42,Checked-In,TI15273
LG16328,26.22,Loaded,TI15273
LG16329,26.57,Loaded,TI15274
LG16330,30.83,Unloaded,TI15275
LG16331,20.55,Loaded,TI15275
LG16332,14.42,Checked-In,TI15276
LG16333,12.7,Loaded,TI15276
LG16334,18.38,Loaded,TI15277
LG16335,30.43,Unloaded,TI15277
LG16336,8.18,Checked-In,TI15278
LG16337,31.78,Unloaded,TI15278
LG16338,25.77,Loaded,TI15279
LG16339,10.12,Checked-In,TI15282
LG16340,29.95,Unloaded,TI15282
LG16341,30.55,Loaded,TI15283
LG16342,14.59,Loaded,TI15284
LG16343,10.59,Checked-In,TI15284
LG16344,24.93,Loaded,TI15285
LG16345,31.56,Checked-In,TI15285
LG16346,19.42,Loaded,TI15286
LG16347,19.37,Unloaded,TI15286
LG16348,8.1,Loaded,TI15287
LG16349,13.68,Loaded,TI15289
LG16350,18.42,Loaded,TI15289
LG16351,10.63,Loaded,TI15290
LG16352,7.07,Unloaded,TI15290
LG16353,16.46,Loaded,TI15291
LG16354,23.55,Loaded,TI15292
LG16355,30.94,Unloaded,TI15292
LG16356,28.71,Checked-In,TI15293
LG16357,10.57,Checked-In,TI15294
LG16358,11.08,Checked-In,TI15294
LG16359,30.9,Checked-In,TI15296
LG16360,25.43,Unloaded,TI15298
LG16361,21.61,Checked-In,TI15299
LG16362,28.92,Checked-In,TI15300
LG16363,16.09,Unloaded,TI15300
LG16364,18.67,Loaded,TI15301
LG16365,19.35,Checked-In,TI15302
LG16366,12.2,Unloaded,TI15304
LG16367,15.76,Checked-In,TI15304
LG16368,10.84,Loaded,TI15305
LG16369,28.82,Loaded,TI15305
LG16370,16.14,Loaded,TI15306
LG16371,15.76,Unloaded,TI15306
LG16372,16.83,Checked-In,TI15307
LG16373,26.87,Checked-In,TI15308
LG16374,22.48,Unloaded,TI15308
LG16375,16.15,Checked-In,TI15309
LG16376,13.7,Checked-In,TI15311
LG16377,16.17,Loaded,TI15312
LG16378,15.97,Checked-In,TI15312
LG16379,13.02,Unloaded,TI15313
LG16380,14.89,Loaded,TI15313
LG16381,8.61,Unloaded,TI15314
LG16382,10.2,Unloaded,TI15314
LG16383,18.05,Checked-In,TI15315
LG16384,30.08,Loaded,TI15315
LG16385,8.8,Checked-In,TI15316
LG16386,9.62,Loaded,TI15316
LG16387,19.13,Loaded,TI15317
LG16388,11.15,Unloaded,TI15318
LG16389,28.15,Loaded,TI15319
LG16390,9.65,Checked-In,TI15320
LG16391,28.52,Unloaded,TI15321
LG16392,30.17,Unloaded,TI15322
LG16393,10.41,Checked-In,TI15323
LG16394,14.43,Checked-In,TI15324
LG16395,23.23,Loaded,TI15325
LG16396,22.02,Checked-In,TI15326
LG16397,7.94,Loaded,TI15326
LG16398,27.38,Checked-In,TI15327
LG16399,24.01,Unloaded,TI15328
LG16400,8.04,Loaded,TI15328
LG16401,18.41,Unloaded,TI15331
LG16402,25.66,Checked-In,TI15333
LG16403,9.85,Loaded,TI15334
LG16404,18.7,Checked-In,TI15334
LG16405,11.67,Unloaded,TI15336
LG16406,20.11,Checked-In,TI15337
LG16407,13.02,Checked-In,TI15338
LG16408,18.07,Checked-In,TI15338
LG16409,13.13,Loaded,TI15339
LG16410,31.58,Unloaded,TI15339
LG16411,16.54,Loaded,TI15340
LG16412,23.53,Checked-In,TI15340
LG16413,27.48,Checked-In,TI15342
LG16414,19.12,Checked-In,TI15343
LG16415,16.24,Loaded,TI15343
LG16416,31.38,Unloaded,TI15344
LG16417,9.63,Loaded,TI15344
LG16418,27.03,Loaded,TI15345
LG16419,21.33,Checked-In,TI15345
LG16420,23.86,Loaded,TI15346
LG16421,12.58,Loaded,TI15346
LG16422,8.6,Unloaded,TI15347
LG16423,10.52,Checked-In,TI15348
LG16424,24.92,Unloaded,TI15349
LG16425,21.23,Loaded,TI15349
LG16426,8.46,Unloaded,TI15351
LG16427,19.59,Loaded,TI15352
LG16428,23.11,Loaded,TI15352
LG16429,23.38,Checked-In,TI15353
LG16430,16.0,Checked-In,TI15356
LG16431,29.65,Unloaded,TI15356
LG16432,8.33,Unloaded,TI15357
LG16433,27.6,Unloaded,TI15358
LG16434,26.28,Loaded,TI15359
LG16435,23.42,Unloaded,TI15360
LG16436,27.47,Checked-In,TI15360
LG16437,29.11,Unloaded,TI15361
LG16438,23.23,Loaded,TI15363
LG16439,9.72,Checked-In,TI15363
LG16440,17.14,Checked-In,TI15364
LG16441,19.21,Checked-In,TI15366
LG16442,31.9,Loaded,TI15367
LG16443,24.24,Unloaded,TI15367
LG16444,31.89,Unloaded,TI15369
LG16445,11.17,Checked-In,TI15370
LG16446,23.35,Checked-In,TI15371
LG16447,10.07,Loaded,TI15371
LG16448,14.86,Checked-In,TI15372
LG16449,20.38,Loaded,TI15372
LG16450,25.1,Loaded,TI15373
LG16451,22.71,Loaded,TI15374
LG16452,8.8,Loaded,TI15375
LG16453,8.54,Unloaded,TI15376
LG16454,30.14,Loaded,TI15377
LG16455,16.24,Loaded,TI15377
LG16456,14.54,Loaded,TI15378
LG16457,14.91,Loaded,TI15379
LG16458,26.08,Checked-In,TI15381
LG16459,8.63,Unloaded,TI15381
LG16460,29.48,Loaded,TI15383
LG16461,9.32,Checked-In,TI15383
LG16462,10.98,Unloaded,TI15384
LG16463,18.49,Checked-In,TI15385
LG16464,30.1,Unloaded,TI15386
LG16465,9.16,Unloaded,TI15386
LG16466,26.38,Loaded,TI15387
LG16467,10.51,Loaded,TI15387
LG16468,18.79,Loaded,TI15388
LG16469,20.14,Loaded,TI15388
LG16470,9.99,Loaded,TI15389
LG16471,11.07,Checked-In,TI15389
LG16472,9.63,Loaded,TI15390
LG16473,22.62,Loaded,TI15390
LG16474,23.98,Unloaded,TI15391
LG16475,7.52,Loaded,TI15392
LG16476,14.08,Loaded,TI15392
LG16477,18.28,Unloaded,TI15395
LG16478,9.18,Loaded,TI15396
LG16479,28.85,Loaded,TI15396
LG16480,22.53,Loaded,TI15397
LG16481,24.79,Checked-In,TI15400
LG16482,29.57,Checked-In,TI15400
LG16483,23.97,Loaded,TI15401
LG16484,27.86,Loaded,TI15401
LG16485,21.59,Unloaded,TI15404
LG16486,25.17,Loaded,TI15406
LG16487,10.16,Unloaded,TI15406
LG16488,8.15,Checked-In,TI15407
LG16489,19.36,Loaded,TI15407
LG16490,22.96,Checked-In,TI15408
LG16491,29.44,Loaded,TI15409
LG16492,13.97,Loaded,TI15409
LG16493,23.6,Unloaded,TI15410
LG16494,9.33,Checked-In,TI15410
LG16495,9.9,Loaded,TI15411
LG16496,22.52,Unloaded,TI15412
LG16497,29.53,Unloaded,TI15412
LG16498,16.67,Unloaded,TI15413
LG16499,27.3,Loaded,TI15413
LG16500,15.14,Loaded,TI15414
LG16501,11.88,Checked-In,TI15416
LG16502,12.78,Checked-In,TI15417
LG16503,17.46,Checked-In,TI15417
LG16504,16.62,Unloaded,TI15418
LG16505,31.82,Checked-In,TI15420
LG16506,29.84,Unloaded,TI15420
LG16507,26.9,Unloaded,TI15421
LG16508,9.62,Unloaded,TI15421
LG16509,10.9,Unloaded,TI15422
LG16510,30.54,Unloaded,TI15425
LG16511,20.22,Loaded,TI15425
LG16512,8.95,Checked-In,TI15426
LG16513,30.3,Loaded,TI15427
LG16514,30.07,Unloaded,TI15427
LG16515,17.71,Unloaded,TI15430
LG16516,23.22,Unloaded,TI15433
LG16517,15.63,Unloaded,TI15434
LG16518,16.95,Unloaded,TI15434
LG16519,9.01,Unloaded,TI15435
LG16520,10.47,Loaded,TI15435
LG16521,24.17,Loaded,TI15436
LG16522,21.33,Checked-In,TI15436
LG16523,13.46,Loaded,TI15437
LG16524,29.33,Unloaded,TI15438
LG16525,20.64,Loaded,TI15439
LG16526,30.81,Loaded,TI15439
LG16527,19.33,Checked-In,TI15440
LG16528,13.45,Checked-In,TI15441
LG16529,16.41,Unloaded,TI15441
LG16530,13.9,Unloaded,TI15443
LG16531,17.29,Checked-In,TI15446
LG16532,21.66,Checked-In,TI15446
LG16533,10.87,Unloaded,TI15447
LG16534,29.39,Unloaded,TI15449
LG16535,21.2,Loaded,TI15449
LG16536,20.2,Loaded,TI15450
LG16537,12.82,Checked-In,TI15450
LG16538,31.04,Unloaded,TI15451
LG16539,25.96,Checked-In,TI15451
LG16540,23.03,Checked-In,TI15452
LG16541,23.05,Checked-In,TI15454
LG16542,31.02,Checked-In,TI15454
LG16543,20.45,Unloaded,TI15455
LG16544,24.07,Unloaded,TI15455
LG16545,13.52,Unloaded,TI15456
LG16546,19.01,Checked-In,TI15457
LG16547,24.54,Unloaded,TI15457
LG16548,16.87,Loaded,TI15459
LG16549,7.96,Unloaded,TI15459
LG16550,22.58,Unloaded,TI15460
LG16551,24.09,Loaded,TI15462
LG16552,25.86,Unloaded,TI15463
LG16553,22.13,Unloaded,TI15463
LG16554,7.25,Unloaded,TI15464
LG16555,7.04,Checked-In,TI15465
LG16556,19.7,Loaded,TI15466
LG16557,11.98,Loaded,TI15466
LG16558,21.71,Unloaded,TI15467
LG16559,8.82,Loaded,TI15470
